climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa
-215.0,-8.0,-0.25,0.22,0.5,-18.0,-6.0,-0.005,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018
188.0,-13.0,0.12,0.15,-0.4,-19.0,4.0,0.004,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
69.0,2.0,0.19,0.23,0.6,-18.0,-6.0,-0.002,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
-108.0,1.0,-0.27,0.22,0.4,-19.0,-5.0,-0.008,-0.1,-0.0016,-0.0017,-0.0017,-0.0018,0.0001,0.0,0.0001,0.0,-0.0018
-42.0,-5.0,-0.01,0.15,-0.1,-19.0,3.0,0.009,0.0,-0.0015,-0.0014,-0.0014,-0.0014,-0.0002,0.0,0.0,0.0,-0.0014
-131.0,-8.0,-0.06,0.26,-0.2,-19.0,-6.0,-0.004,-0.3,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017
195.0,-10.0,-0.13,0.1,-0.7,-20.0,9.0,-0.002,-0.1,-0.0014,-0.0016,-0.0016,-0.0016,0.0002,0.0,0.0,0.0,-0.0016
292.0,-4.0,-0.01,0.15,-0.8,-20.0,4.0,0.01,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
318.0,3.0,0.14,0.23,-0.7,-20.0,-3.0,0.012,-0.8,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
286.0,9.0,0.22,0.34,-0.6,-19.0,-8.0,0.003,-1.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
-235.0,11.0,-0.19,0.33,-0.4,-19.0,-14.0,-0.011,-0.1,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0.0,0.0,0.0,-0.0018
-361.0,3.0,-0.15,0.27,-0.7,-20.0,-5.0,0.005,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
-57.0,-15.0,0.31,0.08,-0.5,-19.0,11.0,0.011,-0.3,-0.0015,-0.0013,-0.0013,-0.0012,-0.0003,0.0,-0.0002,0.0,-0.0012
91.0,-14.0,0.14,0.11,0.1,-19.0,6.0,-0.012,0.0,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017
144.0,-6.0,-0.07,0.17,0.0,-19.0,1.0,0.002,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-56.0,-2.0,-0.05,0.31,-0.2,-19.0,-12.0,0.0,-0.4,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
116.0,-4.0,0.06,0.15,-0.1,-19.0,3.0,0.0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-183.0,-4.0,-0.21,0.25,-0.7,-20.0,-7.0,-0.003,-0.1,-0.0014,-0.0015,-0.0015,-0.0015,0.0001,0.0,0.0,0.0,-0.0015
-127.0,-21.0,0.38,0.17,-0.4,-19.0,1.0,0.01,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-117.0,-22.0,0.45,0.06,-0.1,-19.0,3.0,0.009,1.3,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011
-119.0,-27.0,-0.38,0.19,0.4,-19.0,-3.0,-0.031,0.1,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002
-124.0,-28.0,-0.44,0.19,0.3,-19.0,-3.0,-0.03,0.0,-0.0017,-0.002,-0.002,-0.002,0.0003,0.0,0.0,0.0,-0.002
-148.0,-29.0,-0.5,0.12,-0.2,-19.0,-5.0,0.011,0.3,-0.0011,-0.0011,-0.0011,-0.0012,0.0,0.0,0.0001,0.0,-0.0012
-69.0,-33.0,-0.22,0.13,-0.8,-20.0,5.0,0.018,-0.2,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011
-16.0,-34.0,0.38,0.19,-0.5,-19.0,0.0,0.02,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-192.0,-39.0,0.28,0.24,1.0,-18.0,-9.0,-0.014,-0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
162.0,-22.0,-0.59,0.03,-0.3,-13.0,5.0,0.005,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
281.0,-13.0,-0.35,0.06,-1.4,-14.0,4.0,0.012,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
282.0,-6.0,-0.19,0.26,-1.8,-15.0,-10.0,0.011,-1.3,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013
61.0,1.0,0.11,0.27,-1.9,-15.0,-14.0,0.014,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-14.0,0.0,0.34,0.15,-1.4,-14.0,2.0,0.009,-1.1,-0.0013,-0.0013,-0.0013,-0.0012,-0.0002,0.0,-0.0002,0.0,-0.0012
14.0,-1.0,0.26,0.09,-0.7,-14.0,1.0,-0.007,-0.3,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
-163.0,-4.0,0.01,0.18,-0.2,-13.0,-8.0,-0.008,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
-327.0,-23.0,-0.15,0.14,-0.6,-13.0,-5.0,-0.003,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-353.0,-26.0,-0.16,0.08,-0.7,-14.0,-5.0,-0.003,0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-99.0,-43.0,0.36,0.02,-0.4,-13.0,6.0,0.012,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-15.0,-46.0,0.22,0.07,0.9,-12.0,-1.0,-0.008,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
204.0,-41.0,-0.24,0.0,0.9,-12.0,7.0,-0.013,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
262.0,-31.0,-0.41,0.08,0.2,-13.0,1.0,-0.006,-0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014
290.0,-13.0,-0.29,0.1,-1.3,-14.0,-1.0,0.005,-0.2,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012
143.0,3.0,0.25,0.18,-1.4,-14.0,-7.0,0.01,-0.3,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001
-253.0,-1.0,0.29,0.21,-0.3,-13.0,-12.0,-0.002,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-353.0,-19.0,0.31,0.08,0.7,-12.0,-2.0,-0.002,0.0,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001
1.0,-43.0,-0.39,0.04,0.3,-13.0,4.0,-0.006,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
21.0,-43.0,-0.41,0.11,0.1,-13.0,3.0,-0.002,-0.4,-0.001,-0.0011,-0.0011,-0.0012,0.0001,0.0,0.0001,0.0,-0.0012
-129.0,-45.0,-0.08,0.15,-0.8,-14.0,-7.0,0.011,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-156.0,-54.0,0.47,0.09,-0.2,-13.0,-1.0,0.014,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-103.0,-57.0,0.65,-0.08,0.7,-12.0,13.0,0.012,0.8,-0.0009,-0.0007,-0.0007,-0.0006,-0.0003,0.0,-0.0002,0.0,-0.0006
-99.0,-60.0,0.08,0.13,2.0,-11.0,-7.0,-0.033,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
-63.0,-66.0,-0.93,0.04,0.4,-13.0,4.0,-0.023,0.0,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017
-56.0,-66.0,-0.98,0.04,0.2,-13.0,4.0,-0.022,-0.1,-0.0014,-0.0016,-0.0016,-0.0017,0.0002,0.0,0.0001,0.0,-0.0017
128.0,-66.0,-0.3,-0.02,-1.7,-15.0,11.0,0.042,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
249.0,-60.0,0.36,0.04,-1.6,-15.0,4.0,0.039,0.2,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002
287.0,-56.0,0.66,0.22,-1.1,-14.0,-2.0,0.023,-2.3,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005
106.0,-49.0,0.72,0.19,0.4,-13.0,-12.0,-0.005,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
36.0,-48.0,0.63,-0.05,1.4,-12.0,9.0,-0.009,1.3,-0.0014,-0.0012,-0.0012,-0.001,-0.0003,0.0,-0.0003,0.0,-0.001
32.0,-46.0,-0.09,0.08,2.0,-11.0,-3.0,-0.034,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
82.0,-43.0,-0.34,0.05,0.9,-12.0,2.0,-0.002,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
10.0,-40.0,-0.26,0.12,-0.1,-13.0,-5.0,0.004,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
15.0,-40.0,-0.1,0.07,-0.5,-13.0,1.0,0.008,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009
-33.0,-40.0,0.06,0.1,-0.8,-14.0,-4.0,0.019,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-15.0,-41.0,0.41,0.07,-0.3,-13.0,2.0,0.015,-0.4,-0.0009,-0.0007,-0.0007,-0.0006,-0.0003,0.0,-0.0002,0.0,-0.0006
-11.0,-41.0,0.43,0.11,-0.2,-13.0,1.0,-0.001,-0.5,-0.001,-0.001,-0.001,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009
77.0,-41.0,0.29,0.01,0.7,-12.0,7.0,-0.009,-0.6,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001
89.0,-41.0,0.27,0.0,0.8,-12.0,6.0,-0.009,-0.3,-0.0012,-0.0011,-0.0011,-0.001,-0.0002,0.0,-0.0002,0.0,-0.001
419.0,-29.0,-0.43,-0.07,0.6,-12.0,13.0,-0.024,0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014
539.0,-19.0,-0.54,0.16,0.0,-13.0,1.0,0.002,-2.5,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
490.0,-5.0,-0.41,0.13,-0.8,-14.0,-6.0,0.01,0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
193.0,17.0,0.18,0.19,-1.3,-14.0,-11.0,0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
130.0,25.0,0.47,0.13,0.2,-13.0,-6.0,-0.011,-0.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-275.0,22.0,-0.23,0.2,0.6,-12.0,-15.0,-0.021,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
-396.0,17.0,-0.4,0.02,0.3,-13.0,-8.0,-0.013,1.9,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-362.0,-1.0,-0.36,0.07,-0.9,-14.0,2.0,0.006,-0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
172.0,-12.0,0.49,0.0,-0.3,-13.0,7.0,0.008,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
263.0,-4.0,0.34,0.04,0.8,-12.0,3.0,-0.012,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
49.0,10.0,-0.5,0.14,0.5,-12.0,-8.0,-0.02,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
-47.0,9.0,-0.47,0.11,-0.9,-14.0,-3.0,0.009,-0.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008
-67.0,5.0,0.24,0.1,-1.3,-14.0,-2.0,0.015,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-198.0,-2.0,0.32,0.13,-0.2,-13.0,-6.0,-0.003,-0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009
-262.0,-17.0,0.11,0.08,0.7,-12.0,-2.0,-0.008,-0.1,-0.001,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001
-165.0,-32.0,-0.25,0.04,0.3,-13.0,3.0,-0.008,0.0,-0.0007,-0.0009,-0.0009,-0.001,0.0002,0.0,0.0001,0.0,-0.001
163.0,-33.0,0.43,-0.02,0.7,-12.0,7.0,0.013,-0.1,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005
209.0,-22.0,0.02,0.06,1.6,-11.0,-2.0,-0.019,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
196.0,-19.0,-0.13,0.17,1.6,-11.0,-5.0,-0.019,-1.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-415.0,-27.0,0.06,0.19,0.5,-13.0,-14.0,0.015,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-410.0,-44.0,0.37,-0.03,1.0,-12.0,12.0,0.013,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-323.0,-49.0,0.47,-0.18,1.3,-12.0,14.0,0.014,1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-275.0,-62.0,-0.26,0.1,2.1,-11.0,-6.0,-0.028,0.0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013
629.0,-53.0,0.02,-0.12,0.6,-12.0,18.0,0.008,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007
402.0,7.0,0.12,0.14,1.2,-12.0,-9.0,-0.001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-428.0,7.0,-0.31,0.17,0.3,-13.0,-12.0,-0.003,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-491.0,2.0,-0.31,0.08,0.1,-13.0,-11.0,0.002,0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-505.0,-7.0,-0.26,0.01,-0.3,-13.0,4.0,0.007,1.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-296.0,-25.0,-0.05,-0.03,-0.7,-14.0,9.0,0.011,0.2,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
-212.0,-31.0,0.22,0.08,-0.6,-13.0,-4.0,0.02,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-141.0,-36.0,0.53,0.03,0.1,-13.0,7.0,0.018,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-91.0,-37.0,0.61,-0.05,0.6,-12.0,8.0,0.002,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
122.0,-33.0,-0.48,0.04,1.3,-12.0,2.0,-0.016,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
126.0,-32.0,-0.51,0.04,1.2,-12.0,2.0,-0.016,0.0,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011
213.0,-19.0,-0.04,0.06,-0.4,-13.0,2.0,0.012,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006
97.0,2.0,-0.08,0.16,-0.7,-14.0,-4.0,0.006,-0.5,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
-155.0,1.0,0.43,0.17,-0.2,-13.0,-11.0,0.016,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005
-373.0,-6.0,0.23,0.26,0.4,-13.0,-24.0,-0.03,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
-554.0,-19.0,-0.16,0.05,0.4,-13.0,3.0,-0.008,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0001,0.0,-0.0009
-534.0,-26.0,-0.17,0.02,0.3,-13.0,3.0,0.001,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
178.0,-42.0,0.07,-0.14,0.0,-13.0,21.0,0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
426.0,-9.0,0.07,0.05,0.5,-13.0,2.0,-0.002,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
434.0,-5.0,0.06,0.13,0.5,-12.0,1.0,-0.003,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
100.0,11.0,-0.31,0.2,0.2,-13.0,-15.0,-0.013,-0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001
-53.0,11.0,-0.24,0.17,-0.3,-13.0,-10.0,0.008,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
78.0,9.0,0.39,0.05,1.2,-12.0,1.0,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
43.0,11.0,0.33,0.15,1.6,-11.0,-11.0,-0.013,-1.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-140.0,10.0,0.12,0.19,2.0,-11.0,-19.0,-0.017,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-337.0,3.0,-0.18,0.16,1.9,-11.0,-11.0,-0.019,-0.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-324.0,-9.0,-0.39,-0.11,1.4,-12.0,17.0,-0.009,0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
163.0,-13.0,-0.12,-0.14,0.6,-12.0,20.0,0.016,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
291.0,22.0,0.25,0.06,1.7,-11.0,-2.0,-0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
42.0,40.0,-0.33,0.09,1.5,-12.0,-5.0,-0.008,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-55.0,38.0,-0.07,0.08,0.2,-13.0,-2.0,0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-277.0,27.0,0.35,0.12,0.8,-12.0,-7.0,0.008,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,-0.0002,0.0,-0.0006
-341.0,23.0,0.28,0.21,1.0,-12.0,-13.0,-0.019,-1.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-485.0,12.0,-0.05,0.14,1.2,-12.0,-7.0,-0.021,-0.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-357.0,-13.0,-0.46,0.01,0.3,-13.0,7.0,-0.01,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
153.0,-22.0,0.12,-0.06,-0.8,-14.0,14.0,0.018,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-39.0,-11.0,0.37,0.14,1.0,-12.0,-10.0,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-133.0,-12.0,0.3,0.16,1.3,-12.0,-12.0,-0.012,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-305.0,-24.0,-0.01,0.09,1.7,-11.0,-5.0,-0.011,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-332.0,-27.0,-0.07,0.02,1.7,-11.0,-5.0,-0.01,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-203.0,-36.0,-0.27,-0.03,1.4,-12.0,7.0,-0.011,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-188.0,-37.0,-0.29,-0.02,1.3,-12.0,7.0,-0.01,0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-139.0,-39.0,-0.3,0.14,1.1,-12.0,2.0,0.008,-2.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
300.0,-36.0,0.17,-0.05,1.0,-12.0,11.0,0.004,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
494.0,0.0,0.08,0.05,1.7,-11.0,1.0,-0.011,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
94.0,22.0,-0.43,0.17,1.0,-12.0,-13.0,-0.011,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-105.0,22.0,-0.42,0.15,0.2,-13.0,-10.0,0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-150.0,14.0,-0.02,0.1,-0.6,-14.0,-2.0,0.008,-0.5,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
9.0,11.0,0.32,-0.04,-0.4,-13.0,14.0,0.019,-1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
116.0,12.0,0.39,0.13,0.1,-13.0,4.0,-0.011,-2.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-131.0,12.0,-0.22,0.11,0.3,-13.0,-6.0,-0.009,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-141.0,12.0,-0.23,0.11,0.3,-13.0,-6.0,-0.009,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-285.0,1.0,0.2,0.11,0.1,-13.0,-6.0,0.017,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-303.0,-2.0,0.27,0.11,0.2,-13.0,-6.0,0.016,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005
-481.0,-17.0,0.22,0.09,0.8,-12.0,-10.0,-0.009,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009
-316.0,-36.0,-0.05,-0.07,1.0,-12.0,12.0,-0.01,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
371.0,-35.0,-0.38,-0.1,0.2,-13.0,18.0,-0.009,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009
467.0,-13.0,-0.17,0.09,-0.7,-14.0,-3.0,0.009,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
394.0,1.0,0.11,0.12,-0.7,-14.0,-6.0,0.017,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
267.0,9.0,0.33,0.17,-0.4,-13.0,-15.0,0.014,0.4,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005
-137.0,12.0,0.27,0.22,0.5,-12.0,-18.0,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-277.0,8.0,0.23,0.0,0.8,-12.0,-7.0,-0.005,3.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008
-146.0,-3.0,-0.29,0.02,0.7,-12.0,5.0,-0.017,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-127.0,-4.0,-0.36,0.02,0.6,-12.0,5.0,-0.016,0.1,-0.0009,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001
-161.0,-7.0,-0.37,0.07,0.1,-13.0,-5.0,0.001,1.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-174.0,-8.0,-0.35,0.01,-0.2,-13.0,-3.0,0.009,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
198.0,-9.0,0.19,0.01,-0.6,-13.0,9.0,0.024,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
275.0,-2.0,0.54,0.03,0.1,-13.0,2.0,0.02,0.5,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
152.0,12.0,0.28,0.11,1.7,-11.0,-7.0,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-7.0,14.0,-0.03,0.17,1.9,-11.0,-18.0,-0.025,0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-112.0,11.0,-0.32,-0.03,1.6,-11.0,8.0,-0.016,1.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
