"DateTime","Temperature","Humidity","Wind Speed","general diffuse flows","diffuse flows"
13979,12.88,58.68,0.089,0.037,0.096
13980,12.84,58.88,0.089,0.066,0.119
14041,13.04,58.08,0.093,0.073,0.082
14042,13.2,56.81,0.092,0.048,0.1
14043,13.2,57.28,0.089,0.04,0.108
14044,12.57,60.68,0.085,0.026,0.119
14045,12.17,62.25,0.086,0.066,0.134
14046,11.96,63.15,0.085,0.062,0.111
14071,11.96,63.89,0.086,0.084,0.115
14072,12,63.92,0.089,0.066,0.104
14073,12.02,64.15,0.086,0.062,0.108
14074,11.84,65.36,0.084,0.048,0.122
14075,11.91,65.42,0.082,0.051,0.089
14076,12.15,64.72,0.084,0.07,0.115
14077,12.19,64.05,0.083,0.081,0.096
14078,11.86,65.36,0.084,0.059,0.111
14079,11.87,65.32,0.082,0.073,0.126
14080,11.91,65.09,0.081,0.066,0.104
14081,11.91,65.05,0.08,0.051,0.122
14082,11.86,65.42,0.086,0.059,0.111
14083,11.76,65.82,0.086,0.033,0.126
14084,11.57,66.89,0.083,0.062,0.104
14085,11.58,66.99,0.083,0.106,0.074
14086,11.52,67.49,0.084,0.044,0.1
14087,11.61,67.22,0.083,0.051,0.1
14088,11.6,67.56,0.085,0.055,0.148
14089,11.48,68.59,0.084,0.059,0.07
14090,11.39,69.09,0.084,0.062,0.115
14091,11.49,68.76,0.081,0.037,0.115
14092,11.42,68.93,0.083,0.055,0.119
14093,11.25,70,0.084,0.029,0.13
14094,11.07,70.9,0.083,0.062,0.159
14095,11.18,70.9,0.081,0.066,0.085
14096,11.18,70.3,0.08,0.062,0.096
14097,10.99,71.2,0.084,0.066,0.085
14098,10.92,71.8,0.085,0.044,0.111
14099,10.96,71.8,0.084,0.059,0.085
14100,10.95,71.5,0.086,0.113,0.156
14101,10.87,72,0.085,0.457,0.519
14102,10.93,71.7,0.084,2.361,2.181
14103,10.78,73,0.083,6.679,6.505
14104,10.83,72.9,0.08,19.76,19.34
14105,10.94,72.1,0.082,39.29,36.44
14106,10.98,72.1,0.081,48.85,45.67
14107,11.09,72.1,0.085,78.3,62.35
14108,11.35,71.6,0.089,85.5,68
14109,11.67,70,0.085,82,63.65
14110,11.82,69.44,0.086,64.58,64.65
14111,11.76,69.54,0.09,55.01,55.78
14112,11.85,69.67,0.088,47.15,47.72
13981,12.08,69.21,0.088,34.66,34.73
13982,12.4,67.54,0.087,33.83,34.28
13983,12.37,66.9,0.083,44.94,45.76
13984,12.33,67.04,0.09,53.28,53.91
13985,12.41,67.17,0.092,95.4,97
13986,12.77,67.07,0.088,130.9,132.4
13987,13.83,65.57,0.081,119.4,118.5
13988,13.42,64.23,0.089,99.1,99.8
13989,13.66,64.33,0.083,114.4,115.6
13990,14.04,61,0.082,137.3,136.8
13991,13.99,62,0.084,143.1,138.8
13992,13.91,62.5,0.089,94,92.3
13993,13.44,65.61,0.087,132.1,130.8
13994,13.52,66.01,0.085,326.5,218
13995,14.54,64.5,0.083,533.1,256
13996,15.07,63.04,0.081,708,292.3
13997,15.09,63.14,0.076,539.1,283.7
13998,14.69,64.74,0.077,153.7,130
13999,14.25,66.68,0.086,55.52,52.54
14000,14.05,67.75,0.083,180.5,154.5
14001,13.82,71.8,0.084,166.6,151.8
14002,13.31,75.2,0.083,162.7,147.2
14003,13.16,76,0.082,192.8,130.3
14004,13.27,75.8,0.083,236,181.4
14005,13.81,74.6,0.079,165.9,159.4
14006,14.07,69.31,0.082,123.7,122.9
14007,14.12,68.21,0.085,103.3,105.3
14008,13.91,69.25,0.083,92.4,92.7
14009,14.06,69.08,0.083,116.2,117.9
14010,14.11,69.92,0.084,135.3,134.6
14011,14.11,70.6,0.085,105.9,103.1
14012,14.02,70.7,0.082,77.9,77.5
14013,14.01,71.2,0.082,70.7,69.55
14014,13.98,71.7,0.083,80.1,77.7
14015,14.01,71,0.081,66.73,65.65
14016,14.01,71,0.093,58.39,56.58
14017,14.04,69.95,0.086,36.35,35.69
14018,14.08,69.08,0.085,36.87,36.66
14019,14.03,68.81,0.084,39.11,39.55
14020,14,68.58,0.084,32.91,33.47
14021,13.95,68.98,0.081,38.68,39.55
14022,13.96,68.81,0.083,42.21,43.43
14023,13.92,68.65,0.079,29.64,30.16
14024,13.9,68.28,0.085,29.96,33.67
14025,14,68.01,0.081,46.85,58.82
14026,13.96,68.18,0.081,28.61,32.64
14027,13.9,68.28,0.084,11.87,11.95
14028,13.82,68.51,0.085,9.28,9.42
14029,13.68,69.14,0.117,5.929,6.086
14030,13.58,69.88,0.085,2.628,2.689
14031,13.52,69.94,0.082,0.758,0.812
14032,13.54,69.11,0.085,0.161,0.182
14033,13.57,68.48,0.084,0.059,0.137
14034,13.67,67.64,0.086,0.055,0.078
14035,13.76,66.94,0.083,0.077,0.093
14036,13.73,67.44,0.083,0.088,0.13
14037,13.8,67.86,0.082,0.048,0.134
14038,13.78,68.07,0.084,0.048,0.096
14039,13.66,68.94,0.084,0.084,0.089
14040,13.66,68.67,0.08,0.081,0.078
14047,13.57,69.83,0.085,0.055,0.119
14048,13.12,72,0.086,0.04,0.085
14049,13.11,72.3,0.082,0.062,0.111
14050,13.06,72.8,0.083,0.091,0.082
14051,13.01,73.1,0.084,0.037,0.115
14052,13.04,73,0.083,0.077,0.082
14053,13.07,72.8,0.088,0.062,0.111
14054,13.07,73,0.086,0.095,0.093
14055,13.11,73.4,0.082,0.062,0.148
14056,13.37,71.7,0.083,0.051,0.104
14057,13.44,70.6,0.084,0.066,0.108
14058,13.68,70.1,0.084,0.051,0.13
14059,13.43,70.5,0.083,0.044,0.078
14060,13.34,71.4,0.083,0.055,0.089
14061,13.48,70.2,0.082,0.062,0.089
14062,13.46,70.6,0.083,0.04,0.13
14063,13.48,70.2,0.082,0.051,0.141
14064,13.39,72,0.083,0.055,0.126
14065,13.22,72.3,0.084,0.062,0.085
14066,13.22,72.3,0.082,0.048,0.078
14067,13.16,72,0.081,0.051,0.126
14068,13.06,72.1,0.084,0.029,0.159
14069,13.05,72.5,0.084,0.07,0.063
14070,13.14,72.5,0.084,0.048,0.093
14113,13.22,72,0.084,0.044,0.108
14114,13.13,72.1,0.081,0.051,0.111
14115,13.13,72.2,0.082,0.037,0.07
14116,13.16,72.4,0.079,0.04,0.148
14117,13.41,72,0.085,0.066,0.108
14118,13.34,71.3,0.084,0.062,0.089
14119,13.37,71.1,0.084,0.066,0.085
14120,13.37,70.7,0.082,0.018,0.119
14121,13.39,70.8,0.08,0.037,0.134
14122,13.47,71.1,0.084,0.084,0.108
14123,13.6,71.3,0.082,0.062,0.089
14124,13.33,71.6,0.081,0.044,0.111
14185,13.58,72.4,0.08,0.077,0.085
14186,13.75,71.4,0.081,0.062,0.074
14187,14.25,70.6,0.081,0.055,0.1
14188,14.51,66.33,0.081,0.044,0.111
14189,14.24,68.99,0.079,0.048,0.13
14190,14.59,67.29,0.082,0.051,0.152
14215,14.25,68.56,0.082,0.066,0.082
14216,14.44,67.69,0.082,0.07,0.156
14217,13.97,69.2,0.082,0.081,0.137
14218,14.58,68.86,0.079,0.048,0.089
14219,15.39,64.22,0.079,0.04,0.152
14220,15.41,63.12,0.079,0.055,0.115
14221,15.3,63.55,0.078,0.048,0.111
14222,15.19,64.42,0.079,0.059,0.1
14223,15.29,64.22,0.08,0.091,0.096
14224,15.28,63.55,0.077,0.077,0.137
14225,15.29,63.19,0.078,0.073,0.07
14226,15.19,63.92,0.078,0.07,0.108
14227,15.17,63.95,0.08,0.066,0.119
14228,15.35,63.15,0.078,0.07,0.104
14229,15.49,62.05,0.078,0.062,0.078
14230,15.42,62.39,0.082,0.088,0.122
14231,15.41,62.72,0.079,0.04,0.1
14232,15.31,63.86,0.079,0.055,0.108
14233,15.18,64.43,0.078,0.048,0.163
14234,15.13,64.66,0.081,0.062,0.126
14235,15.21,64.12,0.083,0.037,0.122
14236,15.34,63.49,0.078,0.066,0.085
14237,15.41,62.86,0.08,0.066,0.108
14238,15.37,63.12,0.08,0.051,0.115
14239,15.18,63.66,0.078,0.095,0.115
14240,15.22,62.86,0.077,0.048,0.145
14241,15.17,63.59,0.079,0.055,0.141
14242,15.15,63.75,0.079,0.062,0.13
14243,15.18,63.85,0.078,0.044,0.108
14244,14.95,65.46,0.081,0.081,0.152
14245,15.24,64.65,0.081,0.366,0.412
14246,15.44,62.29,0.081,2.474,2.318
14247,15.52,61.45,0.08,9.47,9.26
14248,15.63,61.46,0.082,22.46,21.98
14249,15.67,61.39,0.079,45.76,33.52
14250,15.78,61.08,0.082,58.67,41.48
14251,15.9,60.28,0.079,28.94,25
14252,15.91,61.08,0.082,18.87,18.33
14253,15.81,61.39,0.082,27.24,27.47
14254,15.79,61.62,0.082,56.15,56.89
14255,15.7,63.82,0.084,76.8,76.5
14256,15.63,63.99,0.083,119.6,109.8
14125,15.49,65.39,0.078,107,102.3
14126,15.52,65.23,0.081,126.9,124.4
14127,15.73,64.46,0.082,141.8,141.2
14128,15.81,64.56,0.083,128.7,126.9
14129,15.9,63.39,0.082,122.5,123.1
14130,15.81,64.96,0.08,127.2,128.9
14131,15.72,65.83,0.082,122.7,121.9
14132,15.74,65.83,0.083,109.2,109.9
14133,15.88,64.96,0.082,116.8,117.9
14134,16.04,62.53,0.08,151.1,154
14135,16.1,61.73,0.08,111.6,113.9
14136,16.01,62.72,0.083,98.5,100.4
14137,16.14,60.52,0.083,122.9,125.2
14138,16.19,59.85,0.084,127,128.8
14139,16.19,59.39,0.078,128.7,130.5
14140,16.18,59.52,0.08,133.9,135.4
14141,16.15,60.25,0.081,139.1,141.2
14142,16.15,59.61,0.083,150.2,153
14143,16.16,59.28,0.081,199.8,203.7
14144,16.16,59.21,0.081,163.5,165.3
14145,16.17,59.31,0.082,196.3,200.4
14146,16.37,57.44,0.081,216.8,221.4
14147,16.3,58.78,0.082,195.1,197
14148,16.3,58.78,0.082,153.6,156.4
14149,16.18,60.41,0.081,145.7,149.1
14150,16.09,60.45,0.081,196,199.7
14151,16.2,59.55,0.079,175.3,179
14152,16.27,59.11,0.083,145.8,145.4
14153,16.3,58.34,0.083,145.2,138.9
14154,16.4,58.85,0.083,293.1,239.9
14155,16.69,59.35,0.081,478,288.4
14156,17,57.84,0.081,355.7,242.3
14157,16.69,58.21,0.081,210.9,185.9
14158,16.59,58.21,0.084,191,176.1
14159,16.63,58.71,0.085,165.4,155.5
14160,16.63,58.14,0.083,142.4,143.6
14161,16.8,55.97,0.083,113.5,114.1
14162,16.7,56.61,0.086,74,72.6
14163,16.65,56.84,0.089,44.21,43.03
14164,16.78,56.28,0.082,27.8,26.41
14165,16.75,56.91,0.082,35,33.53
14166,16.85,56.61,0.084,36.4,35.61
14167,16.67,56.74,0.082,24.51,23.77
14168,16.73,56.84,0.079,14.83,14.23
14169,16.57,57.38,0.085,8.96,8.65
14170,16.58,57.18,0.082,9.29,9.03
14171,16.6,57.14,0.085,5.995,5.93
14172,16.61,57.71,0.083,3.327,3.301
14173,16.75,57.68,0.094,1.076,1.176
14174,16.62,59.85,0.084,0.439,0.508
14175,15.57,64.55,0.084,0.209,0.234
14176,15.21,66.52,0.085,0.088,0.085
14177,15.07,67.29,0.087,0.033,0.141
14178,15.3,67.02,0.087,0.059,0.115
14179,15.27,67.42,0.086,0.07,0.119
14180,15.16,68.69,0.086,0.055,0.115
14181,15,70.6,0.082,0.051,0.145
14182,14.92,72.5,0.085,0.07,0.126
14183,14.86,73.9,0.085,0.055,0.141
14184,14.87,73.9,0.088,0.051,0.145
14191,14.94,74.2,0.085,0.081,0.074
14192,15.1,72.8,0.087,0.073,0.126
14193,14.97,73.3,0.082,0.044,0.111
14194,14.96,73.2,0.088,0.029,0.111
14195,14.98,73.7,0.088,0.066,0.13
14196,14.84,75.5,0.084,0.037,0.167
14197,14.48,78,0.085,0.07,0.108
14198,14.23,79.1,0.082,0.044,0.156
14199,14.24,79.1,0.08,0.037,0.115
14200,14.34,78.8,0.082,0.029,0.133
14201,14.29,78.5,0.082,0.033,0.119
14202,14.26,78.8,0.082,0.04,0.115
14203,14.31,78.8,0.086,0.044,0.111
14204,14.35,78.5,0.085,0.029,0.145
14205,14.44,78.6,0.082,0.048,0.126
14206,14.38,78.5,0.083,0.048,0.104
14207,14.32,78.9,0.084,0.037,0.152
14208,14.11,79.4,0.082,0.051,0.082
14209,14.03,79.5,0.081,0.059,0.145
14210,14.02,79.6,0.082,0.033,0.104
14211,13.97,79.8,0.081,0.055,0.134
14212,14.01,79.4,0.083,0.062,0.141
14213,13.93,79.6,0.084,0.07,0.156
14214,14,79.4,0.081,0.037,0.156
14257,13.97,79.2,0.083,0.059,0.141
14258,13.82,79.7,0.082,0.055,0.13
14259,13.9,80.2,0.084,0.051,0.141
14260,13.91,79.4,0.082,0.033,0.111
14261,13.77,80.1,0.081,0.033,0.145
14262,13.65,80.6,0.084,0.059,0.111
14263,13.57,81.2,0.084,0.051,0.089
14264,13.64,81.4,0.082,0.029,0.134
14265,13.7,80.9,0.083,0.044,0.148
14266,13.72,80.8,0.083,0.033,0.096
14267,13.61,81,0.082,0.059,0.122
14268,13.69,81.1,0.082,0.04,0.122
14329,13.55,80.9,0.082,0.051,0.13
14330,13.46,81.3,0.081,0.055,0.122
14331,13.49,81.2,0.081,0.04,0.13
14332,13.41,81.2,0.082,0.048,0.115
14333,13.22,81.9,0.081,0.037,0.122
14334,13.17,82.1,0.083,0.059,0.13
14359,13.21,82.1,0.087,0.04,0.122
14360,13.27,81.9,0.082,0.062,0.093
14361,13.17,81.8,0.081,0.033,0.159
14362,13.08,82.3,0.084,0.044,0.137
14363,12.95,82.3,0.082,0.048,0.13
14364,12.64,83.5,0.081,0.062,0.126
14365,12.53,83.8,0.078,0.059,0.115
14366,12.2,84.9,0.086,0.062,0.104
14367,12.11,85.5,0.081,0.037,0.122
14368,12.33,85.4,0.079,0.037,0.119
14369,12.51,84.8,0.082,0.026,0.145
14370,12.3,84.8,0.083,0.04,0.126
14371,12.22,84.7,0.08,0.037,0.189
14372,12.33,84.8,0.083,0.044,0.096
14373,12.48,84,0.083,0.051,0.119
14374,12.41,82.7,0.081,0.051,0.167
14375,12.26,82.5,0.084,0.044,0.148
14376,12.28,82.6,0.082,0.059,0.126
14377,12.11,82.2,0.085,0.044,0.156
14378,11.9,83.3,0.081,0.037,0.182
14379,11.54,85,0.079,0.033,0.108
14380,11.45,85.1,0.081,0.048,0.115
14381,11.39,85.2,0.082,0.048,0.148
14382,11.36,86,0.08,0.048,0.145
14383,11.49,85.4,0.082,0.059,0.108
14384,11.47,84.2,0.08,0.048,0.122
14385,11.63,83.5,0.082,0.07,0.093
14386,11.63,82.8,0.082,0.055,0.156
14387,11.52,82.8,0.084,0.037,0.167
14388,11.41,82.7,0.084,0.088,0.167
14389,11.35,83.5,0.082,0.417,0.452
14390,11.47,83.3,0.083,2.203,2.088
14391,11.55,82.8,0.09,5.336,5.211
14392,11.59,82,0.079,9,8.69
14393,11.57,81.4,0.087,35.56,13.96
14394,11.77,80.4,0.083,66.2,18.45
14395,11.67,79.3,0.086,88.4,22
14396,11.41,80,0.083,110.3,24.86
14397,11.55,80,0.077,134.4,28.64
14398,11.68,79.3,0.08,163.6,33.34
14399,11.8,79,0.089,185.3,31.78
14400,11.95,78.8,0.088,211,31.76
14269,12.25,78.1,0.08,232.8,32.85
14270,12.52,76.8,0.082,260.5,33.3
14271,12.92,76.3,0.088,284.8,32.53
14272,13.31,75.1,0.083,309.1,33.82
14273,13.48,74,0.083,329,33.02
14274,13.8,73.3,0.085,349.6,33.15
14275,14.15,72.3,0.086,368.1,33.84
14276,14.41,71.6,0.083,385.6,33.73
14277,14.71,71,0.082,402.3,34.77
14278,15.17,69.53,0.081,405.9,37.18
14279,15.56,68.26,0.085,430.6,41.26
14280,15.89,66.89,0.082,439,44.07
14281,16.25,65.35,0.08,448.4,40.12
14282,16.44,64.09,0.087,462.3,38.04
14283,16.58,63.18,0.082,471.5,34.21
14284,16.77,63.25,0.084,477.4,33.43
14285,17.02,63.32,0.082,481.3,34.43
14286,17.36,62.95,0.085,486.4,34.9
14287,17.63,60.78,0.087,485.2,39.74
14288,17.84,60.15,0.085,478.8,45.83
14289,17.98,59.35,0.086,476.5,46.09
14290,18.06,58.71,0.087,472.7,45.68
14291,18.1,58.41,0.083,471.2,42.9
14292,18.04,57.68,0.085,465,37.59
14293,18.1,57.91,0.08,465.8,36.51
14294,18.09,57.81,0.083,452.7,36.16
14295,18.24,57.81,0.085,445.8,36.94
14296,18.26,58.04,0.083,434.2,36.61
14297,18.27,57.21,0.082,419.1,36.13
14298,18.38,58.54,0.083,402.1,36.06
14299,18.38,57.68,0.082,386.2,36.75
14300,18.42,58.61,0.083,367.6,38.26
14301,18.41,57.68,0.084,353.3,40.2
14302,18.42,58.48,0.081,338.7,46.51
14303,18.6,56.98,0.083,323,60.02
14304,18.5,57.04,0.084,284,83.5
14305,18.42,58.28,0.082,224.4,108.9
14306,18.34,58.04,0.082,237.3,153.9
14307,18.21,59.21,0.085,187,161.2
14308,18.07,59.88,0.082,158.5,157.4
14309,17.88,60.55,0.084,111.5,116.7
14310,17.75,60.31,0.082,93.7,102.5
14311,17.63,61.68,0.082,86.9,98.3
14312,17.48,62.85,0.083,84.6,96.1
14313,17.43,62.62,0.081,75.3,86.6
14314,17.22,63.28,0.082,32.94,35.67
14315,17.01,63.55,0.081,17.62,18.26
14316,16.91,63.65,0.083,8.69,8.9
14317,16.63,66.59,0.081,3.996,4.105
14318,16.24,67.86,0.085,2.119,2.203
14319,16.14,68.19,0.082,0.962,1.072
14320,15.93,68.99,0.082,0.132,0.219
14321,15.81,69.49,0.083,0.059,0.152
14322,15.76,69.76,0.084,0.022,0.096
14323,15.65,72.5,0.081,0.04,0.119
14324,15.35,75.5,0.08,0.055,0.111
14325,15.08,76.4,0.08,0.022,0.152
14326,14.91,77.1,0.079,0.062,0.145
14327,14.81,78.1,0.082,0.033,0.133
14328,14.64,78.8,0.086,0.048,0.145
14335,14.45,79.6,0.085,0.066,0.13
14336,14.35,79.5,0.084,0.037,0.163
14337,13.98,80.6,0.085,0.055,0.178
14338,13.9,80.8,0.082,0.051,0.152
14339,13.91,81.3,0.083,0.044,0.096
14340,13.96,81,0.085,0.037,0.145
14341,13.54,80.2,0.082,0.048,0.163
14342,13.19,81.1,0.079,0.055,0.108
14343,13,81.8,0.082,0.048,0.141
14344,12.97,81.8,0.081,0.033,0.137
14345,12.68,81.2,0.081,0.048,0.115
14346,12.62,79.7,0.081,0.04,0.119
14347,12.55,79.6,0.083,0.059,0.137
14348,12.49,79.9,0.082,0.04,0.145
14349,12.33,81.4,0.083,0.051,0.148
14350,12.23,82.9,0.081,0.048,0.174
14351,11.9,83.2,0.084,0.037,0.126
14352,11.66,82.1,0.079,0.059,0.1
14353,11.71,81,0.082,0.04,0.141
14354,11.78,80.4,0.081,0.062,0.122
14355,11.71,81.5,0.08,0.011,0.174
14356,12.14,83.2,0.082,0.055,0.159
14357,11.78,82.3,0.082,0.044,0.171
14358,11.44,81.6,0.083,0.048,0.122
14401,11.56,82.1,0.08,0.051,0.174
14402,11.56,80.6,0.082,0.048,0.126
14403,11.77,80.6,0.086,0.07,0.171
14404,11.31,81.5,0.081,0.073,0.122
14405,11.35,82.7,0.08,0.026,0.152
14406,11.26,83.6,0.082,0.037,0.185
14407,11.04,83.7,0.078,0.044,0.167
14408,11.09,83.1,0.083,0.051,0.159
14409,11.07,84.1,0.081,0.04,0.145
14410,10.88,84.9,0.083,0.044,0.145
14411,10.72,84.4,0.083,0.055,0.126
14412,11,82.8,0.083,0.037,0.204
14473,10.98,82.5,0.083,0.033,0.174
14474,10.64,82.4,0.084,0.051,0.141
14475,10.48,82.8,0.083,0.044,0.134
14476,10.28,83.8,0.079,0.04,0.152
14477,10.18,84.3,0.082,0.04,0.145
14478,10.21,84.3,0.083,0.033,0.156
14503,10.33,84.2,0.084,0.048,0.141
14504,10.3,84.4,0.086,0.077,0.093
14505,10.15,84,0.082,0.026,0.189
14506,10.09,84.1,0.082,0.044,0.152
14507,10.01,84.1,0.078,0.055,0.096
14508,9.83,83.8,0.081,0.07,0.182
14509,9.93,83.8,0.082,0.048,0.208
14510,10.03,83.4,0.081,0.04,0.152
14511,10.06,83.2,0.084,0.037,0.108
14512,10,83,0.084,0.037,0.141
14513,9.97,82.9,0.085,0.048,0.182
14514,9.85,82.9,0.085,0.04,0.108
14515,9.63,83.4,0.082,0.044,0.159
14516,9.6,83.6,0.082,0.007,0.193
14517,9.78,83.7,0.081,0.022,0.152
14518,9.61,84,0.083,0.04,0.145
14519,9.52,84.4,0.08,0.048,0.137
14520,9.37,84.6,0.081,0.033,0.185
14521,9.18,85.6,0.081,0.044,0.163
14522,9.31,85.1,0.082,0.044,0.185
14523,9.52,84.5,0.085,0.037,0.126
14524,9.45,84.9,0.086,0.044,0.178
14525,9.38,84.9,0.082,0.051,0.104
14526,9.21,85,0.08,0.04,0.13
14527,9.1,85.2,0.081,0.051,0.122
14528,9.19,85.3,0.08,0.037,0.152
14529,9.03,85.5,0.082,0.029,0.137
14530,9.03,85.4,0.083,0.033,0.156
14531,8.99,85.1,0.083,0.062,0.134
14532,9.09,85.5,0.083,0.077,0.159
14533,8.94,85.7,0.08,0.49,0.523
14534,8.73,85.9,0.08,2.368,2.118
14535,8.83,86.1,0.081,4.604,4.35
14536,8.82,86.4,0.084,8.67,7.99
14537,8.85,86.6,0.087,24.52,12.88
14538,8.91,86.4,0.084,29.83,16.23
14539,9.25,85.1,0.085,65.25,20.11
14540,9.7,84.3,0.082,107.2,24.66
14541,9.72,83.1,0.087,126,25.07
14542,9.79,82.6,0.085,157.3,27.42
14543,9.84,83,0.086,182.7,29.57
14544,10.2,82.6,0.085,205,30.15
14413,10.65,80.8,0.085,230.7,29.64
14414,11,78.5,0.081,257.2,30.26
14415,11.48,77.2,0.082,280.8,31.01
14416,11.8,75.8,0.083,305.6,31.28
14417,12.06,73.8,0.088,324.8,32.12
14418,12.47,73.7,0.08,341.2,32.06
14419,13.01,72.5,0.08,367.5,32.45
14420,13.41,71.2,0.084,385.2,33.65
14421,13.79,72.1,0.083,401.2,34.61
14422,14.5,71.9,0.082,416.1,34.67
14423,15.1,71.6,0.083,429.9,34.98
14424,15.66,70.9,0.082,440.1,35.9
14425,16.17,68.06,0.085,452,34.49
14426,16.56,63.35,0.086,460.9,34.26
14427,16.84,62.55,0.084,468.7,34.44
14428,17.06,62.85,0.086,474.6,34.78
14429,17.3,61.45,0.083,480.6,34.58
14430,17.55,61.32,0.085,483.8,35.18
14431,17.7,60.48,0.084,485.4,35.43
14432,17.92,59.91,0.083,485.3,34.64
14433,18.14,57.14,0.097,485.2,34.88
14434,18.29,56.54,0.082,483.4,34.13
14435,18.39,55.51,0.082,479.4,33.83
14436,18.52,57.11,0.084,472.6,34.08
14437,18.59,58.18,0.083,463.9,34.11
14438,18.62,58.31,0.083,455.2,33.92
14439,18.65,56.61,0.08,444,34.07
14440,18.85,58.11,0.082,431,34.09
14441,18.88,56.04,0.084,417.8,33.32
14442,18.94,55.07,0.083,402.4,33.26
14443,19,53.94,0.087,386.4,32.77
14444,19.05,53.6,0.086,369.2,32.27
14445,19.02,53.44,0.085,349.6,32.44
14446,19.04,54.21,0.082,329.2,32.7
14447,19.01,54.41,0.085,306.7,34.73
14448,19.01,55.21,0.083,285.4,43.43
14449,18.89,55.91,0.084,262.2,69.54
14450,18.81,56.38,0.081,237.9,113.5
14451,18.75,56.91,0.082,205.1,158.6
14452,18.67,58.44,0.08,184.4,185.6
14453,18.49,60.05,0.081,162.6,187.9
14454,18.36,60.75,0.078,138.4,168.2
14455,18.2,62.12,3.908,115.4,143.6
14456,17.98,63.32,4.921,93.5,118.1
14457,17.75,64.49,4.913,72.6,93.1
14458,17.5,66.22,4.92,50.43,64.56
14459,17.09,67.89,4.918,15.95,16.17
14460,16.77,69.46,4.918,11.04,11.22
14461,16.46,71.3,4.918,6.524,6.571
14462,16.23,71.4,4.918,2.799,2.874
14463,16.02,72,4.919,0.607,0.693
14464,15.83,72.8,4.914,0.084,0.178
14465,15.62,72.9,4.915,0.04,0.137
14466,15.49,73.7,4.916,0.066,0.222
14467,15.32,74.4,4.91,0.08,0.119
14468,15.27,74.7,4.914,0.048,0.141
14469,15.2,75.1,4.915,0.062,0.141
14470,15.29,75.1,3.006,0.044,0.115
14471,15.26,75.9,0.081,0.044,0.145
14472,15.16,76.9,0.078,0.037,0.159
14479,14.97,78.3,0.082,0.04,0.148
14480,14.84,79.3,0.08,0.044,0.159
14481,14.63,80.3,0.08,0.033,0.152
14482,14.53,80.7,0.081,0.022,0.185
14483,14.53,81,0.079,0.044,0.148
14484,14.26,81.4,0.082,0.044,0.163
14485,14.05,82.1,0.081,0.033,0.156
14486,13.84,82.5,0.081,0.04,0.178
14487,13.5,83.3,0.082,0.07,0.122
14488,13.5,83.4,0.079,0.015,0.152
14489,13.45,83.5,0.079,0.04,0.163
14490,13.39,83.2,0.082,0.029,0.156
14491,13.51,83.5,0.081,0.059,0.148
14492,13.57,83.2,0.081,0.037,0.122
14493,13.36,83,0.083,0.044,0.182
14494,13.13,83.1,0.081,0.044,0.208
14495,12.92,83.5,0.081,0.022,0.174
14496,12.63,83.1,0.08,0.037,0.133
14497,12.31,83.6,0.081,0.07,0.089
14498,12.21,83.9,0.08,0.051,0.137
14499,12.15,83.9,0.084,0.048,0.145
14500,12.11,84,0.084,0.04,0.174
14501,12.05,84,0.085,0.029,0.185
14502,11.81,83.8,0.081,0.037,0.119
14545,11.54,84.1,0.083,0.07,0.093
14546,11.38,84,0.082,0.037,0.122
14547,11.19,84.6,0.084,0.026,0.182
14548,11.26,84.8,0.082,0.015,0.111
14549,11.11,85.6,0.082,0.033,0.152
14550,11.01,85.6,0.079,0.033,0.1
14551,11,85.7,0.08,0.026,0.197
14552,10.98,86,0.079,0.04,0.174
14553,10.96,85.9,0.082,0.044,0.137
14554,10.96,85.6,0.079,0.029,0.096
14555,10.87,85,0.082,0.04,0.145
14556,10.85,85.2,0.078,0.037,0.159
14617,10.78,84.9,0.084,0.026,0.204
14618,10.52,85.8,0.078,0.018,0.163
14619,10.36,86.3,0.083,0.026,0.174
14620,10.29,86.9,0.083,0.04,0.145
14621,10.34,87.1,0.083,0.022,0.141
14622,10.25,87.2,0.081,0.048,0.108
14647,10.08,87.8,0.083,0.062,0.122
14648,10.08,88.3,0.085,0.051,0.167
14649,10.27,88.7,0.079,0.048,0.185
14650,10.4,88.7,0.084,0.018,0.13
14651,10.32,88.7,0.082,0.048,0.133
14652,10.09,88.9,0.081,0.048,0.111
14653,9.77,88.8,0.082,0.026,0.197
14654,9.73,88.9,0.078,0.029,0.096
14655,9.58,89.3,0.082,0.048,0.167
14656,9.45,89.4,0.082,0.029,0.126
14657,9.57,90.3,0.082,0.066,0.159
14658,9.55,90.5,0.083,0.037,0.137
14659,9.58,90.8,0.086,0.04,0.13
14660,9.57,90.8,0.081,0.037,0.111
14661,9.45,90.9,0.082,0.07,0.133
14662,9.37,91.3,0.08,0.044,0.134
14663,9.39,91.3,0.08,0.026,0.163
14664,9.11,91.3,0.081,0.051,0.193
14665,9.08,91.5,0.081,0.051,0.115
14666,9.09,91.7,0.08,0.026,0.145
14667,9.07,91.9,0.082,0.059,0.134
14668,8.99,92.3,0.081,0.037,0.152
14669,8.9,92.5,0.083,0.051,0.148
14670,8.96,92.7,0.082,0.059,0.141
14671,9,92.7,0.081,0.04,0.122
14672,8.86,92.9,0.083,0.066,0.108
14673,8.81,93.1,0.083,0.062,0.145
14674,8.74,93.1,0.079,0.051,0.126
14675,8.69,93.3,0.083,0.029,0.137
14676,8.65,93.4,0.081,0.088,0.134
